Column1,Entity,Code,Year,cases,Total population,nsuffering,ndeaths,Age,Agecount,Gender,Gendercount
0,Afghanistan,AFG,2013,887474,34499915,359660,589,5-14 years,917,Male,581064
0,Afghanistan,AFG,2013,887474,34499915,359660,589,5-14 years,917,Female,304170.5
0,Afghanistan,AFG,2013,887474,34499915,359660,589,5-14 years,917,Others,2239.5
0,Afghanistan,AFG,2013,887474,34499915,359660,589,15-24 years,235166,Male,581064
0,Afghanistan,AFG,2013,887474,34499915,359660,589,15-24 years,235166,Female,304170.5
0,Afghanistan,AFG,2013,887474,34499915,359660,589,15-24 years,235166,Others,2239.5
0,Afghanistan,AFG,2013,887474,34499915,359660,589,25-34 years,451771,Male,581064
0,Afghanistan,AFG,2013,887474,34499915,359660,589,25-34 years,451771,Female,304170.5
0,Afghanistan,AFG,2013,887474,34499915,359660,589,25-34 years,451771,Others,2239.5
0,Afghanistan,AFG,2013,887474,34499915,359660,589,35-49 years,70991,Male,581064
0,Afghanistan,AFG,2013,887474,34499915,359660,589,35-49 years,70991,Female,304170.5
0,Afghanistan,AFG,2013,887474,34499915,359660,589,35-49 years,70991,Others,2239.5
0,Afghanistan,AFG,2013,887474,34499915,359660,589,50-69 years,104393,Male,581064
0,Afghanistan,AFG,2013,887474,34499915,359660,589,50-69 years,104393,Female,304170.5
0,Afghanistan,AFG,2013,887474,34499915,359660,589,50-69 years,104393,Others,2239.5
0,Afghanistan,AFG,2013,887474,34499915,359660,589, 70+ years ,24236,Male,581064
0,Afghanistan,AFG,2013,887474,34499915,359660,589, 70+ years ,24236,Female,304170.5
0,Afghanistan,AFG,2013,887474,34499915,359660,589, 70+ years ,24236,Others,2239.5
1,Albania,ALB,2013,16452,3238316,4140,21,5-14 years,132,Male,11082
1,Albania,ALB,2013,16452,3238316,4140,21,5-14 years,132,Female,5334
1,Albania,ALB,2013,16452,3238316,4140,21,5-14 years,132,Others,36
1,Albania,ALB,2013,16452,3238316,4140,21,15-24 years,7400,Male,11082
1,Albania,ALB,2013,16452,3238316,4140,21,15-24 years,7400,Female,5334
1,Albania,ALB,2013,16452,3238316,4140,21,15-24 years,7400,Others,36
1,Albania,ALB,2013,16452,3238316,4140,21,25-34 years,6822,Male,11082
1,Albania,ALB,2013,16452,3238316,4140,21,25-34 years,6822,Female,5334
1,Albania,ALB,2013,16452,3238316,4140,21,25-34 years,6822,Others,36
1,Albania,ALB,2013,16452,3238316,4140,21,35-49 years,1420,Male,11082
1,Albania,ALB,2013,16452,3238316,4140,21,35-49 years,1420,Female,5334
1,Albania,ALB,2013,16452,3238316,4140,21,35-49 years,1420,Others,36
1,Albania,ALB,2013,16452,3238316,4140,21,50-69 years,220,Male,11082
1,Albania,ALB,2013,16452,3238316,4140,21,50-69 years,220,Female,5334
1,Albania,ALB,2013,16452,3238316,4140,21,50-69 years,220,Others,36
1,Albania,ALB,2013,16452,3238316,4140,21, 70+ years ,458,Male,11082
1,Albania,ALB,2013,16452,3238316,4140,21, 70+ years ,458,Female,5334
1,Albania,ALB,2013,16452,3238316,4140,21, 70+ years ,458,Others,36
2,Algeria,DZA,2013,627474,36983924,262905,904,5-14 years,1146,Male,484823.5
2,Algeria,DZA,2013,627474,36983924,262905,904,5-14 years,1146,Female,144331
2,Algeria,DZA,2013,627474,36983924,262905,904,5-14 years,1146,Others,0
2,Algeria,DZA,2013,627474,36983924,262905,904,15-24 years,166616,Male,484823.5
2,Algeria,DZA,2013,627474,36983924,262905,904,15-24 years,166616,Female,144331
2,Algeria,DZA,2013,627474,36983924,262905,904,15-24 years,166616,Others,0
2,Algeria,DZA,2013,627474,36983924,262905,904,25-34 years,300666,Male,484823.5
2,Algeria,DZA,2013,627474,36983924,262905,904,25-34 years,300666,Female,144331
2,Algeria,DZA,2013,627474,36983924,262905,904,25-34 years,300666,Others,0
2,Algeria,DZA,2013,627474,36983924,262905,904,35-49 years,54690,Male,484823.5
2,Algeria,DZA,2013,627474,36983924,262905,904,35-49 years,54690,Female,144331
2,Algeria,DZA,2013,627474,36983924,262905,904,35-49 years,54690,Others,0
2,Algeria,DZA,2013,627474,36983924,262905,904,50-69 years,84890,Male,484823.5
2,Algeria,DZA,2013,627474,36983924,262905,904,50-69 years,84890,Female,144331
2,Algeria,DZA,2013,627474,36983924,262905,904,50-69 years,84890,Others,0
2,Algeria,DZA,2013,627474,36983924,262905,904, 70+ years ,19466,Male,484823.5
2,Algeria,DZA,2013,627474,36983924,262905,904, 70+ years ,19466,Female,144331
2,Algeria,DZA,2013,627474,36983924,262905,904, 70+ years ,19466,Others,0
3,American Samoa,ASM,2013,551,71834,130,1,5-14 years,6,Male,353
3,American Samoa,ASM,2013,551,71834,130,1,5-14 years,6,Female,198.5
3,American Samoa,ASM,2013,551,71834,130,1,5-14 years,6,Others,0
3,American Samoa,ASM,2013,551,71834,130,1,15-24 years,276,Male,353
3,American Samoa,ASM,2013,551,71834,130,1,15-24 years,276,Female,198.5
3,American Samoa,ASM,2013,551,71834,130,1,15-24 years,276,Others,0
3,American Samoa,ASM,2013,551,71834,130,1,25-34 years,218,Male,353
3,American Samoa,ASM,2013,551,71834,130,1,25-34 years,218,Female,198.5
3,American Samoa,ASM,2013,551,71834,130,1,25-34 years,218,Others,0
3,American Samoa,ASM,2013,551,71834,130,1,35-49 years,48,Male,353
3,American Samoa,ASM,2013,551,71834,130,1,35-49 years,48,Female,198.5
3,American Samoa,ASM,2013,551,71834,130,1,35-49 years,48,Others,0
3,American Samoa,ASM,2013,551,71834,130,1,50-69 years,0,Male,353
3,American Samoa,ASM,2013,551,71834,130,1,50-69 years,0,Female,198.5
3,American Samoa,ASM,2013,551,71834,130,1,50-69 years,0,Others,0
3,American Samoa,ASM,2013,551,71834,130,1, 70+ years ,14,Male,353
3,American Samoa,ASM,2013,551,71834,130,1, 70+ years ,14,Female,198.5
3,American Samoa,ASM,2013,551,71834,130,1, 70+ years ,14,Others,0
4,Andorra,AND,2013,801,88909,244,2,5-14 years,9,Male,553
4,Andorra,AND,2013,801,88909,244,2,5-14 years,9,Female,246
4,Andorra,AND,2013,801,88909,244,2,5-14 years,9,Others,2
4,Andorra,AND,2013,801,88909,244,2,15-24 years,387,Male,553
4,Andorra,AND,2013,801,88909,244,2,15-24 years,387,Female,246
4,Andorra,AND,2013,801,88909,244,2,15-24 years,387,Others,2
4,Andorra,AND,2013,801,88909,244,2,25-34 years,300,Male,553
4,Andorra,AND,2013,801,88909,244,2,25-34 years,300,Female,246
4,Andorra,AND,2013,801,88909,244,2,25-34 years,300,Others,2
4,Andorra,AND,2013,801,88909,244,2,35-49 years,59,Male,553
4,Andorra,AND,2013,801,88909,244,2,35-49 years,59,Female,246
4,Andorra,AND,2013,801,88909,244,2,35-49 years,59,Others,2
4,Andorra,AND,2013,801,88909,244,2,50-69 years,30,Male,553
4,Andorra,AND,2013,801,88909,244,2,50-69 years,30,Female,246
4,Andorra,AND,2013,801,88909,244,2,50-69 years,30,Others,2
4,Andorra,AND,2013,801,88909,244,2, 70+ years ,16,Male,553
4,Andorra,AND,2013,801,88909,244,2, 70+ years ,16,Female,246
4,Andorra,AND,2013,801,88909,244,2, 70+ years ,16,Others,2
5,Angola,AGO,2013,105149,20714494,37656,177,5-14 years,367,Male,62408
5,Angola,AGO,2013,105149,20714494,37656,177,5-14 years,367,Female,43768.5
5,Angola,AGO,2013,105149,20714494,37656,177,5-14 years,367,Others,0
5,Angola,AGO,2013,105149,20714494,37656,177,15-24 years,37388,Male,62408
5,Angola,AGO,2013,105149,20714494,37656,177,15-24 years,37388,Female,43768.5
5,Angola,AGO,2013,105149,20714494,37656,177,15-24 years,37388,Others,0
5,Angola,AGO,2013,105149,20714494,37656,177,25-34 years,49234,Male,62408
5,Angola,AGO,2013,105149,20714494,37656,177,25-34 years,49234,Female,43768.5
5,Angola,AGO,2013,105149,20714494,37656,177,25-34 years,49234,Others,0
5,Angola,AGO,2013,105149,20714494,37656,177,35-49 years,9367,Male,62408
5,Angola,AGO,2013,105149,20714494,37656,177,35-49 years,9367,Female,43768.5
5,Angola,AGO,2013,105149,20714494,37656,177,35-49 years,9367,Others,0
5,Angola,AGO,2013,105149,20714494,37656,177,50-69 years,5141,Male,62408
5,Angola,AGO,2013,105149,20714494,37656,177,50-69 years,5141,Female,43768.5
5,Angola,AGO,2013,105149,20714494,37656,177,50-69 years,5141,Others,0
5,Angola,AGO,2013,105149,20714494,37656,177, 70+ years ,3652,Male,62408
5,Angola,AGO,2013,105149,20714494,37656,177, 70+ years ,3652,Female,43768.5
5,Angola,AGO,2013,105149,20714494,37656,177, 70+ years ,3652,Others,0
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,5-14 years,9,Male,474.5
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,5-14 years,9,Female,254
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,5-14 years,9,Others,0
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,15-24 years,319,Male,474.5
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,15-24 years,319,Female,254
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,15-24 years,319,Others,0
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,25-34 years,278,Male,474.5
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,25-34 years,278,Female,254
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,25-34 years,278,Others,0
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,35-49 years,59,Male,474.5
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,35-49 years,59,Female,254
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,35-49 years,59,Others,0
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,50-69 years,31,Male,474.5
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,50-69 years,31,Female,254
6,Antigua and Barbuda,ATG,2013,720,91404,179,1,50-69 years,31,Others,0
6,Antigua and Barbuda,ATG,2013,720,91404,179,1, 70+ years ,24,Male,474.5
6,Antigua and Barbuda,ATG,2013,720,91404,179,1, 70+ years ,24,Female,254
6,Antigua and Barbuda,ATG,2013,720,91404,179,1, 70+ years ,24,Others,0
7,Argentina,ARG,2013,402819,41473982,104385,598,5-14 years,1960,Male,258969.5
7,Argentina,ARG,2013,402819,41473982,104385,598,5-14 years,1960,Female,147166.5
7,Argentina,ARG,2013,402819,41473982,104385,598,5-14 years,1960,Others,0
7,Argentina,ARG,2013,402819,41473982,104385,598,15-24 years,193163,Male,258969.5
7,Argentina,ARG,2013,402819,41473982,104385,598,15-24 years,193163,Female,147166.5
7,Argentina,ARG,2013,402819,41473982,104385,598,15-24 years,193163,Others,0
7,Argentina,ARG,2013,402819,41473982,104385,598,25-34 years,137133,Male,258969.5
7,Argentina,ARG,2013,402819,41473982,104385,598,25-34 years,137133,Female,147166.5
7,Argentina,ARG,2013,402819,41473982,104385,598,25-34 years,137133,Others,0
7,Argentina,ARG,2013,402819,41473982,104385,598,35-49 years,33354,Male,258969.5
7,Argentina,ARG,2013,402819,41473982,104385,598,35-49 years,33354,Female,147166.5
7,Argentina,ARG,2013,402819,41473982,104385,598,35-49 years,33354,Others,0
7,Argentina,ARG,2013,402819,41473982,104385,598,50-69 years,22925,Male,258969.5
7,Argentina,ARG,2013,402819,41473982,104385,598,50-69 years,22925,Female,147166.5
7,Argentina,ARG,2013,402819,41473982,104385,598,50-69 years,22925,Others,0
7,Argentina,ARG,2013,402819,41473982,104385,598, 70+ years ,14284,Male,258969.5
7,Argentina,ARG,2013,402819,41473982,104385,598, 70+ years ,14284,Female,147166.5
7,Argentina,ARG,2013,402819,41473982,104385,598, 70+ years ,14284,Others,0
8,Armenia,ARM,2013,15215,3117722,4646,33,5-14 years,90,Male,10339
8,Armenia,ARM,2013,15215,3117722,4646,33,5-14 years,90,Female,5070.5
8,Armenia,ARM,2013,15215,3117722,4646,33,5-14 years,90,Others,0
8,Armenia,ARM,2013,15215,3117722,4646,33,15-24 years,6300,Male,10339
8,Armenia,ARM,2013,15215,3117722,4646,33,15-24 years,6300,Female,5070.5
8,Armenia,ARM,2013,15215,3117722,4646,33,15-24 years,6300,Others,0
8,Armenia,ARM,2013,15215,3117722,4646,33,25-34 years,6474,Male,10339
8,Armenia,ARM,2013,15215,3117722,4646,33,25-34 years,6474,Female,5070.5
8,Armenia,ARM,2013,15215,3117722,4646,33,25-34 years,6474,Others,0
8,Armenia,ARM,2013,15215,3117722,4646,33,35-49 years,1335,Male,10339
8,Armenia,ARM,2013,15215,3117722,4646,33,35-49 years,1335,Female,5070.5
8,Armenia,ARM,2013,15215,3117722,4646,33,35-49 years,1335,Others,0
8,Armenia,ARM,2013,15215,3117722,4646,33,50-69 years,513,Male,10339
8,Armenia,ARM,2013,15215,3117722,4646,33,50-69 years,513,Female,5070.5
8,Armenia,ARM,2013,15215,3117722,4646,33,50-69 years,513,Others,0
8,Armenia,ARM,2013,15215,3117722,4646,33, 70+ years ,503,Male,10339
8,Armenia,ARM,2013,15215,3117722,4646,33, 70+ years ,503,Female,5070.5
8,Armenia,ARM,2013,15215,3117722,4646,33, 70+ years ,503,Others,0
9,Australia,AUS,2013,480258,23213944,123565,888,5-14 years,2723,Male,318656
9,Australia,AUS,2013,480258,23213944,123565,888,5-14 years,2723,Female,163911.5
9,Australia,AUS,2013,480258,23213944,123565,888,5-14 years,2723,Others,0
9,Australia,AUS,2013,480258,23213944,123565,888,15-24 years,201994,Male,318656
9,Australia,AUS,2013,480258,23213944,123565,888,15-24 years,201994,Female,163911.5
9,Australia,AUS,2013,480258,23213944,123565,888,15-24 years,201994,Others,0
9,Australia,AUS,2013,480258,23213944,123565,888,25-34 years,207722,Male,318656
9,Australia,AUS,2013,480258,23213944,123565,888,25-34 years,207722,Female,163911.5
9,Australia,AUS,2013,480258,23213944,123565,888,25-34 years,207722,Others,0
9,Australia,AUS,2013,480258,23213944,123565,888,35-49 years,39803,Male,318656
9,Australia,AUS,2013,480258,23213944,123565,888,35-49 years,39803,Female,163911.5
9,Australia,AUS,2013,480258,23213944,123565,888,35-49 years,39803,Others,0
9,Australia,AUS,2013,480258,23213944,123565,888,50-69 years,22049,Male,318656
9,Australia,AUS,2013,480258,23213944,123565,888,50-69 years,22049,Female,163911.5
9,Australia,AUS,2013,480258,23213944,123565,888,50-69 years,22049,Others,0
9,Australia,AUS,2013,480258,23213944,123565,888, 70+ years ,5967,Male,318656
9,Australia,AUS,2013,480258,23213944,123565,888, 70+ years ,5967,Female,163911.5
9,Australia,AUS,2013,480258,23213944,123565,888, 70+ years ,5967,Others,0
10,Austria,AUT,2013,77177,8441263,26694,185,5-14 years,556,Male,53752.5
10,Austria,AUT,2013,77177,8441263,26694,185,5-14 years,556,Female,23676.5
10,Austria,AUT,2013,77177,8441263,26694,185,5-14 years,556,Others,0
10,Austria,AUT,2013,77177,8441263,26694,185,15-24 years,33545,Male,53752.5
10,Austria,AUT,2013,77177,8441263,26694,185,15-24 years,33545,Female,23676.5
10,Austria,AUT,2013,77177,8441263,26694,185,15-24 years,33545,Others,0
10,Austria,AUT,2013,77177,8441263,26694,185,25-34 years,31612,Male,53752.5
10,Austria,AUT,2013,77177,8441263,26694,185,25-34 years,31612,Female,23676.5
10,Austria,AUT,2013,77177,8441263,26694,185,25-34 years,31612,Others,0
10,Austria,AUT,2013,77177,8441263,26694,185,35-49 years,6124,Male,53752.5
10,Austria,AUT,2013,77177,8441263,26694,185,35-49 years,6124,Female,23676.5
10,Austria,AUT,2013,77177,8441263,26694,185,35-49 years,6124,Others,0
10,Austria,AUT,2013,77177,8441263,26694,185,50-69 years,3685,Male,53752.5
10,Austria,AUT,2013,77177,8441263,26694,185,50-69 years,3685,Female,23676.5
10,Austria,AUT,2013,77177,8441263,26694,185,50-69 years,3685,Others,0
10,Austria,AUT,2013,77177,8441263,26694,185, 70+ years ,1655,Male,53752.5
10,Austria,AUT,2013,77177,8441263,26694,185, 70+ years ,1655,Female,23676.5
10,Austria,AUT,2013,77177,8441263,26694,185, 70+ years ,1655,Others,0
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,5-14 years,300,Male,30834
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,5-14 years,300,Female,14740
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,5-14 years,300,Others,0
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,15-24 years,19224,Male,30834
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,15-24 years,19224,Female,14740
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,15-24 years,19224,Others,0
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,25-34 years,19280,Male,30834
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,25-34 years,19280,Female,14740
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,25-34 years,19280,Others,0
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,35-49 years,3972,Male,30834
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,35-49 years,3972,Female,14740
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,35-49 years,3972,Others,0
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,50-69 years,1228,Male,30834
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,50-69 years,1228,Female,14740
11,Azerbaijan,AZE,2013,45336,9533445,12729,66,50-69 years,1228,Others,0
11,Azerbaijan,AZE,2013,45336,9533445,12729,66, 70+ years ,1332,Male,30834
11,Azerbaijan,AZE,2013,45336,9533445,12729,66, 70+ years ,1332,Female,14740
11,Azerbaijan,AZE,2013,45336,9533445,12729,66, 70+ years ,1332,Others,0
12,Bahamas,BHS,2013,2865,355233,738,3,5-14 years,34,Male,1916.5
12,Bahamas,BHS,2013,2865,355233,738,3,5-14 years,34,Female,979
12,Bahamas,BHS,2013,2865,355233,738,3,5-14 years,34,Others,0
12,Bahamas,BHS,2013,2865,355233,738,3,15-24 years,1266,Male,1916.5
12,Bahamas,BHS,2013,2865,355233,738,3,15-24 years,1266,Female,979
12,Bahamas,BHS,2013,2865,355233,738,3,15-24 years,1266,Others,0
12,Bahamas,BHS,2013,2865,355233,738,3,25-34 years,1106,Male,1916.5
12,Bahamas,BHS,2013,2865,355233,738,3,25-34 years,1106,Female,979
12,Bahamas,BHS,2013,2865,355233,738,3,25-34 years,1106,Others,0
12,Bahamas,BHS,2013,2865,355233,738,3,35-49 years,236,Male,1916.5
12,Bahamas,BHS,2013,2865,355233,738,3,35-49 years,236,Female,979
12,Bahamas,BHS,2013,2865,355233,738,3,35-49 years,236,Others,0
12,Bahamas,BHS,2013,2865,355233,738,3,50-69 years,132,Male,1916.5
12,Bahamas,BHS,2013,2865,355233,738,3,50-69 years,132,Female,979
12,Bahamas,BHS,2013,2865,355233,738,3,50-69 years,132,Others,0
12,Bahamas,BHS,2013,2865,355233,738,3, 70+ years ,91,Male,1916.5
12,Bahamas,BHS,2013,2865,355233,738,3, 70+ years ,91,Female,979
12,Bahamas,BHS,2013,2865,355233,738,3, 70+ years ,91,Others,0
13,Bahrain,BHR,2013,23691,1377273,9037,11,5-14 years,42,Male,15894.5
13,Bahrain,BHR,2013,23691,1377273,9037,11,5-14 years,42,Female,4967
13,Bahrain,BHR,2013,23691,1377273,9037,11,5-14 years,42,Others,2829.5
13,Bahrain,BHR,2013,23691,1377273,9037,11,15-24 years,5854,Male,15894.5
13,Bahrain,BHR,2013,23691,1377273,9037,11,15-24 years,5854,Female,4967
13,Bahrain,BHR,2013,23691,1377273,9037,11,15-24 years,5854,Others,2829.5
13,Bahrain,BHR,2013,23691,1377273,9037,11,25-34 years,11657,Male,15894.5
13,Bahrain,BHR,2013,23691,1377273,9037,11,25-34 years,11657,Female,4967
13,Bahrain,BHR,2013,23691,1377273,9037,11,25-34 years,11657,Others,2829.5
13,Bahrain,BHR,2013,23691,1377273,9037,11,35-49 years,2183,Male,15894.5
13,Bahrain,BHR,2013,23691,1377273,9037,11,35-49 years,2183,Female,4967
13,Bahrain,BHR,2013,23691,1377273,9037,11,35-49 years,2183,Others,2829.5
13,Bahrain,BHR,2013,23691,1377273,9037,11,50-69 years,3219,Male,15894.5
13,Bahrain,BHR,2013,23691,1377273,9037,11,50-69 years,3219,Female,4967
13,Bahrain,BHR,2013,23691,1377273,9037,11,50-69 years,3219,Others,2829.5
13,Bahrain,BHR,2013,23691,1377273,9037,11, 70+ years ,736,Male,15894.5
13,Bahrain,BHR,2013,23691,1377273,9037,11, 70+ years ,736,Female,4967
13,Bahrain,BHR,2013,23691,1377273,9037,11, 70+ years ,736,Others,2829.5
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,5-14 years,1079,Male,504999
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,5-14 years,1079,Female,279218.5
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,5-14 years,1079,Others,0
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,15-24 years,210895,Male,504999
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,15-24 years,210895,Female,279218.5
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,15-24 years,210895,Others,0
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,25-34 years,350299,Male,504999
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,25-34 years,350299,Female,279218.5
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,25-34 years,350299,Others,0
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,35-49 years,64268,Male,504999
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,35-49 years,64268,Female,279218.5
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,35-49 years,64268,Others,0
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,50-69 years,118454,Male,504999
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,50-69 years,118454,Female,279218.5
14,Bangladesh,BGD,2013,778353,154393847,359770,3859,50-69 years,118454,Others,0
14,Bangladesh,BGD,2013,778353,154393847,359770,3859, 70+ years ,33358,Male,504999
14,Bangladesh,BGD,2013,778353,154393847,359770,3859, 70+ years ,33358,Female,279218.5
14,Bangladesh,BGD,2013,778353,154393847,359770,3859, 70+ years ,33358,Others,0
15,Barbados,BRB,2013,2322,275141,486,1,5-14 years,33,Male,1499
15,Barbados,BRB,2013,2322,275141,486,1,5-14 years,33,Female,842
15,Barbados,BRB,2013,2322,275141,486,1,5-14 years,33,Others,0
15,Barbados,BRB,2013,2322,275141,486,1,15-24 years,1058,Male,1499
15,Barbados,BRB,2013,2322,275141,486,1,15-24 years,1058,Female,842
15,Barbados,BRB,2013,2322,275141,486,1,15-24 years,1058,Others,0
15,Barbados,BRB,2013,2322,275141,486,1,25-34 years,886,Male,1499
15,Barbados,BRB,2013,2322,275141,486,1,25-34 years,886,Female,842
15,Barbados,BRB,2013,2322,275141,486,1,25-34 years,886,Others,0
15,Barbados,BRB,2013,2322,275141,486,1,35-49 years,186,Male,1499
15,Barbados,BRB,2013,2322,275141,486,1,35-49 years,186,Female,842
15,Barbados,BRB,2013,2322,275141,486,1,35-49 years,186,Others,0
15,Barbados,BRB,2013,2322,275141,486,1,50-69 years,90,Male,1499
15,Barbados,BRB,2013,2322,275141,486,1,50-69 years,90,Female,842
15,Barbados,BRB,2013,2322,275141,486,1,50-69 years,90,Others,0
15,Barbados,BRB,2013,2322,275141,486,1, 70+ years ,69,Male,1499
15,Barbados,BRB,2013,2322,275141,486,1, 70+ years ,69,Female,842
15,Barbados,BRB,2013,2322,275141,486,1, 70+ years ,69,Others,0
16,Belarus,BLR,2013,74660,9498290,29461,309,5-14 years,468,Male,53727.5
16,Belarus,BLR,2013,74660,9498290,29461,309,5-14 years,468,Female,21486.5
16,Belarus,BLR,2013,74660,9498290,29461,309,5-14 years,468,Others,0
16,Belarus,BLR,2013,74660,9498290,29461,309,15-24 years,30782,Male,53727.5
16,Belarus,BLR,2013,74660,9498290,29461,309,15-24 years,30782,Female,21486.5
16,Belarus,BLR,2013,74660,9498290,29461,309,15-24 years,30782,Others,0
16,Belarus,BLR,2013,74660,9498290,29461,309,25-34 years,31553,Male,53727.5
16,Belarus,BLR,2013,74660,9498290,29461,309,25-34 years,31553,Female,21486.5
16,Belarus,BLR,2013,74660,9498290,29461,309,25-34 years,31553,Others,0
16,Belarus,BLR,2013,74660,9498290,29461,309,35-49 years,6190,Male,53727.5
16,Belarus,BLR,2013,74660,9498290,29461,309,35-49 years,6190,Female,21486.5
16,Belarus,BLR,2013,74660,9498290,29461,309,35-49 years,6190,Others,0
16,Belarus,BLR,2013,74660,9498290,29461,309,50-69 years,3609,Male,53727.5
16,Belarus,BLR,2013,74660,9498290,29461,309,50-69 years,3609,Female,21486.5
16,Belarus,BLR,2013,74660,9498290,29461,309,50-69 years,3609,Others,0
16,Belarus,BLR,2013,74660,9498290,29461,309, 70+ years ,2058,Male,53727.5
16,Belarus,BLR,2013,74660,9498290,29461,309, 70+ years ,2058,Female,21486.5
16,Belarus,BLR,2013,74660,9498290,29461,309, 70+ years ,2058,Others,0
17,Belgium,BEL,2013,88488,10815599,22836,185,5-14 years,970,Male,61139
17,Belgium,BEL,2013,88488,10815599,22836,185,5-14 years,970,Female,27829.5
17,Belgium,BEL,2013,88488,10815599,22836,185,5-14 years,970,Others,0
17,Belgium,BEL,2013,88488,10815599,22836,185,15-24 years,41668,Male,61139
17,Belgium,BEL,2013,88488,10815599,22836,185,15-24 years,41668,Female,27829.5
17,Belgium,BEL,2013,88488,10815599,22836,185,15-24 years,41668,Others,0
17,Belgium,BEL,2013,88488,10815599,22836,185,25-34 years,33050,Male,61139
17,Belgium,BEL,2013,88488,10815599,22836,185,25-34 years,33050,Female,27829.5
17,Belgium,BEL,2013,88488,10815599,22836,185,25-34 years,33050,Others,0
17,Belgium,BEL,2013,88488,10815599,22836,185,35-49 years,6966,Male,61139
17,Belgium,BEL,2013,88488,10815599,22836,185,35-49 years,6966,Female,27829.5
17,Belgium,BEL,2013,88488,10815599,22836,185,35-49 years,6966,Others,0
17,Belgium,BEL,2013,88488,10815599,22836,185,50-69 years,3747,Male,61139
17,Belgium,BEL,2013,88488,10815599,22836,185,50-69 years,3747,Female,27829.5
17,Belgium,BEL,2013,88488,10815599,22836,185,50-69 years,3747,Others,0
17,Belgium,BEL,2013,88488,10815599,22836,185, 70+ years ,2087,Male,61139
17,Belgium,BEL,2013,88488,10815599,22836,185, 70+ years ,2087,Female,27829.5
17,Belgium,BEL,2013,88488,10815599,22836,185, 70+ years ,2087,Others,0
18,Belize,BLZ,2013,2743,330721,591,2,5-14 years,35,Male,1803.5
18,Belize,BLZ,2013,2743,330721,591,2,5-14 years,35,Female,954
18,Belize,BLZ,2013,2743,330721,591,2,5-14 years,35,Others,0
18,Belize,BLZ,2013,2743,330721,591,2,15-24 years,1250,Male,1803.5
18,Belize,BLZ,2013,2743,330721,591,2,15-24 years,1250,Female,954
18,Belize,BLZ,2013,2743,330721,591,2,15-24 years,1250,Others,0
18,Belize,BLZ,2013,2743,330721,591,2,25-34 years,1045,Male,1803.5
18,Belize,BLZ,2013,2743,330721,591,2,25-34 years,1045,Female,954
18,Belize,BLZ,2013,2743,330721,591,2,25-34 years,1045,Others,0
18,Belize,BLZ,2013,2743,330721,591,2,35-49 years,244,Male,1803.5
18,Belize,BLZ,2013,2743,330721,591,2,35-49 years,244,Female,954
18,Belize,BLZ,2013,2743,330721,591,2,35-49 years,244,Others,0
18,Belize,BLZ,2013,2743,330721,591,2,50-69 years,82,Male,1803.5
18,Belize,BLZ,2013,2743,330721,591,2,50-69 years,82,Female,954
18,Belize,BLZ,2013,2743,330721,591,2,50-69 years,82,Others,0
18,Belize,BLZ,2013,2743,330721,591,2, 70+ years ,87,Male,1803.5
18,Belize,BLZ,2013,2743,330721,591,2, 70+ years ,87,Female,954
